TF_ID	TF_name	gene_ID	gene_name	effect	evidence	evidence_function	confidence
ECK125286588	DcuR	ECK120000325	frdB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120000326	frdC	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120000327	frdD	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120000350	fumB	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK125286588	DcuR	ECK120000681	pck	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[GEA|W|Gene expression analysis]	WEAK
ECK120012664	DeoR	ECK120000213	deoA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[]	STRONG
ECK120012664	DeoR	ECK120000214	deoB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[]	STRONG
ECK120012664	DeoR	ECK120000215	deoC	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[]	STRONG
ECK120012664	DeoR	ECK120000216	deoD	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[SM|S|Site mutation]	[]	STRONG
ECK120012664	DeoR	ECK120000657	nupG	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120012664	DeoR	ECK120001024	tsx	-	[BCE|W|Binding of cellular extracts]	[GEA|W|Gene expression analysis]	WEAK
ECK125285348	DgoR	ECK120002438	dgoA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125285348	DgoR	ECK120004465	dgoD	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125285348	DgoR	ECK120002439	dgoK	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125285348	DgoR	ECK120004308	dgoR	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125285348	DgoR	ECK120002440	dgoT	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120015690	DhaR	ECK120003222	dhaK	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015690	DhaR	ECK120003221	dhaL	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015690	DhaR	ECK120002261	dhaM	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120015690	DhaR	ECK120003223	dhaR	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120000221	dicB	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120000222	dicC	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120003425	insD7	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120003426	intQ	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120001276	ydfD	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120001277	ydfE	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120003423	ydfW	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[GEA|W|Gene expression analysis]	STRONG
ECK120029345	DicA	ECK120003424	ydfX	-	[BPP|S|Binding of purified proteins],[IHBCE|W|Inferred by a human based on computational evidence]	[GEA|W|Gene expression analysis]	STRONG
ECK125257188	DinJ-YafQ	ECK120002072	cspE	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK125257188	DinJ-YafQ	ECK120002730	dinJ	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK125257188	DinJ-YafQ	ECK120002729	yafQ	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120000032	aldA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011903	DnaA	ECK120000229	dnaA	+	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120000229	dnaA	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],]	STRONG
ECK120011903	DnaA	ECK120000236	dnaN	+	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120000236	dnaN	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],]	STRONG
ECK120011903	DnaA	ECK120000413	guaA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011903	DnaA	ECK120000414	guaB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011903	DnaA	ECK120000653	nrdA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120000653	nrdA	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011903	DnaA	ECK120000654	nrdB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120000654	nrdB	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011903	DnaA	ECK120000737	polA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011903	DnaA	ECK120000819	recF	+	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120000819	recF	-	[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[GEA|W|Gene expression analysis],]	STRONG
ECK120011903	DnaA	ECK120000822	recN	-	[ICA|W|Inferred by computational analysis]	[GEA|W|Gene expression analysis]	WEAK
ECK120011903	DnaA	ECK120000888	rpoH	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts]	[]	WEAK
ECK120011903	DnaA	ECK120001051	uvrB	-	[BPP|S|Binding of purified proteins],[ICA|W|Inferred by computational analysis],[SM|S|Site mutation]	[GEA|W|Gene expression analysis]	STRONG
ECK120011903	DnaA	ECK120002228	yfaE	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[SM|S|Site mutation]	[]	STRONG
ECK120011903	DnaA	ECK120002228	yfaE	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	[]	WEAK
ECK120011903	DnaA	ECK120048854	yjeV	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120034476	DpiA	ECK120000046	appY	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120034476	DpiA	ECK120002951	citC	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120034476	DpiA	ECK120002950	citD	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120034476	DpiA	ECK120002949	citE	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120034476	DpiA	ECK120002948	citF	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120034476	DpiA	ECK120002946	citG	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120034476	DpiA	ECK120002947	citX	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	STRONG
ECK120034476	DpiA	ECK120002953	dpiA	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	STRONG
ECK120034476	DpiA	ECK120002952	dpiB	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	STRONG
ECK120034476	DpiA	ECK120002376	exuT	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120034476	DpiA	ECK120000569	mdh	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013081	DsdC	ECK120000243	dsdA	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013081	DsdC	ECK120002429	dsdC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013081	DsdC	ECK120000244	dsdX	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013085	EbgR	ECK120000246	ebgA	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120013085	EbgR	ECK120000247	ebgC	-	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120035026	EnvR	ECK120001646	acrA	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120035026	EnvR	ECK120001647	acrB	-	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011792	EnvY	ECK120000663	ompC	+	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011792	EnvY	ECK120000664	ompF	+	[BPP|S|Binding of purified proteins]	[IMP|W|Inferred from mutant phenotype]	STRONG
ECK120011575	EvgA	ECK120000012	acrD	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	[GEA|W|Gene expression analysis]	WEAK
ECK120011575	EvgA	ECK120003808	emrK	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120002436	emrY	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120001557	evgA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120001558	evgS	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120003812	frc	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120001498	gadE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK125242747	gadF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120002123	mdtE	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120002124	mdtF	+	[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120003811	oxc	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120003379	safA	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
ECK120011575	EvgA	ECK120003378	ydeO	+	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins]	[GEA|W|Gene expression analysis]	STRONG
